Subscription Type,Monthly Revenue,Join Date,Country,Age,Gender,Device
Basic,11,2022 Sep 06,United States,47,Male,Smartphone
Premium,11,2022 Sep 09,United States,43,Male,Smart TV
Basic,12,2022 Sep 17,Canada,51,Male,Tablet
Standard,14,2022 Sep 19,United Kingdom,50,Male,Laptop
Standard,11,2022 Sep 24,Australia,40,Female,Smartphone
Basic,11,2022 Sep 29,Germany,31,Female,Laptop
Premium,15,2022 Oct 03,France,29,Female,Smartphone
Basic,15,2022 Oct 07,Brazil,38,Female,Tablet
Standard,14,2022 Oct 14,Mexico,47,Male,Tablet
Premium,15,2022 Oct 16,Spain,30,Male,Tablet
Basic,13,2022 Oct 18,Italy,42,Male,Laptop
Premium,12,2022 Oct 19,Spain,49,Male,Smart TV
Basic,14,2022 Oct 20,Spain,50,Female,Tablet
Standard,11,2022 Oct 22,United States,51,Male,Smart TV
Standard,11,2022 Oct 25,Canada,47,Male,Smartphone
Basic,13,2022 Oct 27,United States,36,Female,Smartphone
Premium,12,2022 Oct 30,United States,30,Female,Laptop
Basic,12,2022 Nov 01,Canada,34,Female,Tablet
Standard,10,2022 Nov 05,United Kingdom,35,Female,Tablet
Premium,14,2022 Nov 07,Australia,30,Male,Smart TV
Basic,14,2022 Nov 08,Germany,30,Male,Tablet
Premium,11,2022 Nov 10,France,41,Female,Smartphone
Basic,15,2022 Nov 11,Brazil,39,Female,Smartphone
Standard,14,2022 Nov 12,Mexico,30,Male,Tablet
Standard,12,2022 Nov 11,Spain,36,Female,Smart TV
Basic,11,2022 Nov 11,Italy,33,Female,Smartphone
Premium,11,2022 Nov 12,Spain,35,Female,Tablet
Basic,14,2022 Nov 11,Spain,46,Male,Tablet
Standard,12,2022 Nov 07,United States,51,Female,Tablet
Premium,13,2022 Nov 05,Canada,42,Female,Smartphone
Basic,13,2022 Nov 02,United States,30,Female,Smart TV
Basic,10,2022 Oct 31,United States,45,Male,Smartphone
Basic,15,2022 Oct 29,Canada,27,Male,Smartphone
Standard,10,2022 Oct 25,United Kingdom,41,Male,Smart TV
Premium,14,2022 Oct 23,Australia,35,Male,Tablet
Basic,10,2022 Oct 17,Germany,30,Male,Laptop
Basic,11,2022 Oct 16,France,35,Female,Laptop
Premium,12,2022 Oct 05,Brazil,47,Female,Smartphone
Standard,15,2022 Sep 17,Mexico,41,Male,Laptop
Standard,12,2022 Sep 17,Spain,48,Female,Tablet
Basic,12,2022 Sep 06,Italy,32,Female,Smart TV
Premium,13,2022 Aug 30,Spain,35,Female,Smart TV
Standard,11,2022 Aug 29,Spain,31,Female,Smartphone
Basic,12,2022 Aug 25,United States,45,Female,Smartphone
Standard,14,2022 Aug 03,Canada,38,Female,Laptop
Premium,12,2022 Aug 02,United States,34,Male,Smartphone
Basic,15,2022 Aug 02,United States,37,Female,Smartphone
Premium,12,2022 Aug 01,Canada,27,Female,Smart TV
Standard,13,2022 Jul 31,United Kingdom,44,Female,Tablet
Basic,10,2022 Jul 22,Australia,46,Male,Smart TV
Standard,14,2022 Jul 22,Germany,37,Male,Smart TV
Premium,14,2022 Jul 19,France,44,Male,Tablet
Basic,15,2022 Jul 17,Brazil,29,Male,Smart TV
Standard,13,2022 Jul 16,Mexico,28,Female,Laptop
Premium,14,2022 Jul 16,Spain,50,Male,Smart TV
Basic,13,2022 Jul 16,Italy,39,Male,Laptop
Premium,10,2022 Jul 16,Spain,34,Female,Smart TV
Basic,14,2022 Jul 17,Spain,40,Male,Smart TV
Standard,12,2022 Jul 19,United States,30,Male,Laptop
Standard,14,2022 Jul 20,Canada,41,Female,Laptop
Basic,12,2022 Jul 21,United States,39,Male,Tablet
Premium,15,2022 Jul 23,United States,51,Male,Smartphone
Basic,15,2022 Aug 03,Canada,28,Female,Smartphone
Standard,12,2022 Aug 06,United Kingdom,30,Female,Tablet
Premium,11,2022 Aug 10,Australia,30,Female,Smartphone
Basic,10,2022 Aug 13,Germany,44,Female,Tablet
Premium,12,2022 Aug 15,France,29,Female,Smart TV
Basic,11,2022 Aug 19,Brazil,28,Female,Tablet
Standard,10,2022 Aug 22,Mexico,48,Male,Tablet
Standard,11,2022 Aug 28,Spain,42,Female,Smart TV
Basic,14,2022 Sep 06,Italy,39,Male,Smartphone
Premium,14,2022 Sep 16,Spain,44,Female,Smart TV
Basic,11,2022 Sep 18,Spain,49,Male,Smart TV
Standard,12,2022 Sep 23,United States,49,Female,Smart TV
Premium,10,2022 Sep 28,Canada,36,Female,Laptop
Basic,14,2022 Sep 29,United States,50,Female,Laptop
Premium,10,2022 Oct 07,United States,49,Female,Smartphone
Basic,11,2022 Oct 08,Canada,36,Male,Smartphone
Standard,13,2022 Oct 10,United Kingdom,28,Female,Laptop
Standard,15,2022 Oct 14,Australia,45,Female,Smartphone
Basic,14,2022 Oct 16,Germany,31,Female,Smartphone
Premium,11,2022 Oct 18,France,46,Male,Tablet
Basic,14,2022 Oct 21,Brazil,27,Male,Tablet
Standard,13,2022 Oct 24,Mexico,43,Male,Tablet
Premium,10,2022 Oct 27,Spain,51,Female,Smart TV
Basic,13,2022 Oct 29,Italy,47,Female,Smartphone
Premium,15,2022 Oct 31,Spain,48,Female,Tablet
Basic,14,2022 Nov 04,Spain,31,Female,Tablet
Standard,15,2022 Nov 06,United States,48,Female,Smartphone
Standard,10,2022 Nov 08,Canada,36,Male,Smartphone
Basic,10,2022 Nov 09,United States,38,Female,Tablet
Premium,13,2022 Nov 11,United States,39,Male,Smartphone
Basic,11,2022 Nov 12,Canada,48,Male,Tablet
Standard,12,2022 Nov 12,United Kingdom,30,Female,Smart TV
Premium,12,2022 Nov 12,Australia,30,Male,Smart TV
Basic,15,2022 Nov 12,Germany,35,Female,Smart TV
Premium,13,2022 Nov 13,France,41,Male,Laptop
Basic,11,2022 Nov 13,Brazil,40,Female,Smart TV
Standard,10,2022 Nov 12,Mexico,50,Male,Smart TV
Standard,12,2022 Nov 05,Spain,42,Female,Smartphone
Basic,15,2022 Nov 03,Italy,30,Male,Tablet
Premium,12,2022 Oct 30,Spain,34,Male,Laptop
Basic,15,2022 Oct 26,Spain,40,Female,Smartphone
Standard,14,2022 Oct 24,United States,47,Female,Smartphone
Premium,12,2022 Oct 24,Canada,36,Male,Laptop
Basic,13,2022 Oct 20,United States,50,Female,Tablet
Basic,10,2022 Oct 17,United States,46,Male,Smartphone
Basic,14,2022 Sep 29,Canada,27,Female,Tablet
Standard,12,2022 Sep 28,United Kingdom,39,Female,Laptop
Premium,10,2022 Sep 06,Australia,49,Male,Smart TV
Basic,12,2022 Sep 05,Germany,37,Female,Tablet
Basic,13,2022 Aug 31,France,28,Male,Tablet
Premium,12,2022 Aug 30,Brazil,40,Male,Laptop
Standard,10,2022 Aug 16,Mexico,47,Male,Tablet
Standard,11,2022 Aug 16,Spain,51,Female,Laptop
Basic,13,2022 Aug 07,Italy,47,Male,Laptop
Premium,10,2022 Aug 05,Spain,33,Female,Laptop
Standard,13,2022 Aug 06,Spain,37,Female,Laptop
Basic,15,2022 Jul 28,United States,42,Male,Laptop
Standard,11,2022 Jul 29,Canada,50,Female,Smart TV
Premium,14,2022 Jul 25,United States,47,Female,Tablet
Basic,10,2022 Jul 25,United States,40,Female,Smartphone
Premium,11,2022 Jul 25,Canada,35,Male,Smart TV
Standard,11,2022 Jul 18,United Kingdom,29,Female,Smartphone
Basic,11,2022 Jul 17,Australia,48,Female,Smartphone
Standard,10,2022 Jul 17,Germany,35,Male,Smart TV
Premium,13,2022 Jul 18,France,41,Female,Smartphone
Basic,14,2022 Jul 19,Brazil,29,Female,Laptop
Standard,11,2022 Jul 20,Mexico,33,Male,Smart TV
Premium,12,2022 Jul 21,Spain,36,Male,Smart TV
Basic,15,2022 Jul 23,Italy,43,Female,Laptop
Premium,14,2022 Jul 25,Spain,28,Female,Smart TV
Basic,15,2022 Aug 04,Spain,33,Female,Smart TV
Standard,12,2022 Aug 09,United States,38,Male,Laptop
Standard,13,2022 Aug 12,Canada,48,Female,Tablet
Basic,15,2022 Aug 13,United States,35,Female,Smart TV
